AGEB KEY,POPULATION,Population from zero to 14 years,Population aged 18 to 24 that attends school,Population of 18 years and over with post-basic education,Economically active population,Population entitled to health services,IMSS entitled population,ISSSTE entitled population,Population entitled by Seguro Popular,Married or united population of 12 years and over,Population in census households,Total homes,Inhabited private homes that have internet,Inhabited private homes that have a cell phone,Inhabited private homes that have a computer,Inhabited private homes that have a car or truck,Inhabited private homes that have a washing machine,Inhabited private homes that have a refrigerator,Inhabited private homes that have a television,"Inhabited private homes that have electricity, piped water from the public network and drainage",Inhabited private homes that have electric light,Private dwellings inhabited with a floor made of different material than earth,Occupants in inhabited private homes
220014390A017,55,17,0,13,33,44,39,3,*,32,55,32,0,16,*,9,11,16,19,20,20,20,55
220014390A018,53,16,*,15,30,47,42,*,4,28,53,25,0,18,*,6,13,17,19,20,20,20,53
220014390A019,31,8,0,8,18,21,19,0,*,16,31,16,0,8,*,*,7,9,11,11,11,11,31
220014390A020,46,17,*,8,20,41,41,0,0,23,46,24,*,10,*,3,9,13,15,15,15,15,46
220014390A021,53,13,*,12,32,46,43,0,*,26,53,31,0,15,3,9,9,16,18,18,18,18,53
220014390A022,38,12,0,9,21,26,25,0,*,11,38,16,*,11,3,6,8,11,13,13,13,13,38
220014390A023,24,8,0,3,14,15,11,4,0,9,24,12,*,6,*,*,4,8,8,8,8,7,24
220014390A024,31,11,0,11,14,25,24,0,*,18,31,12,*,11,*,4,8,10,11,11,11,11,31
220014390A025,47,19,0,15,23,39,38,0,0,20,47,20,0,13,*,3,5,13,13,13,13,13,47
220014390A026,81,31,0,16,30,72,60,0,12,33,78,32,0,21,5,7,12,19,21,20,21,21,78
220014390A027,45,16,4,12,22,41,38,3,0,20,45,28,0,14,0,4,11,12,14,15,15,15,45
220014390A028,98,29,*,35,50,76,69,*,4,42,92,58,*,34,7,16,20,31,36,36,36,36,92
220014390A029,40,16,*,9,21,29,29,0,0,16,40,16,*,11,*,*,9,11,10,11,11,11,40
220014390A030,50,18,0,6,21,39,27,0,12,24,47,32,0,15,4,8,11,13,14,15,15,15,47
220014390A031,50,19,*,21,26,47,46,0,*,28,50,26,0,17,*,7,11,15,17,17,17,17,50
220014390A032,41,17,*,9,18,28,18,0,10,14,41,16,0,9,3,4,9,8,9,10,10,9,41
220014390A033,29,12,*,12,12,27,27,0,0,16,29,20,*,10,4,5,10,10,10,10,10,10,29
220014390A034,36,10,0,17,19,32,27,*,3,18,36,20,*,15,4,6,8,12,15,15,15,14,36
220014390A035,39,15,0,3,18,35,35,0,0,15,39,12,0,10,*,*,8,10,10,10,10,10,39
220014390A036,69,26,0,11,33,54,49,0,5,32,69,32,0,18,3,6,12,20,23,22,22,22,69
220014390A037,52,23,0,9,18,46,36,0,10,23,52,24,0,10,0,4,7,9,12,13,13,13,52
220014390A038,55,18,*,20,31,41,38,3,0,28,55,30,*,20,10,12,14,19,19,20,20,20,55
220014390A039,12,4,*,3,7,10,6,0,4,6,12,4,0,3,0,*,*,*,*,3,3,3,12
220014390A040,32,11,0,8,13,28,21,0,7,18,29,18,0,8,*,3,3,8,8,9,9,9,29
220014390A041,16,6,3,6,6,15,15,0,0,7,16,10,0,5,0,3,*,4,5,5,5,5,16
220014390A042,30,8,0,7,14,25,23,0,*,12,27,14,0,9,*,*,5,8,9,9,9,9,27
220014390A043,18,10,0,0,4,18,14,0,4,8,18,4,0,4,0,*,3,3,4,0,4,4,18
2200143929000,320,100,3,86,168,269,257,*,9,131,320,328,6,104,25,35,60,97,108,115,115,114,320
2200143929001,64,19,*,19,33,59,57,0,*,25,64,56,*,25,3,10,14,24,26,27,27,27,64
2200143929002,36,14,0,9,17,26,26,0,0,13,36,20,0,8,3,6,7,8,9,10,10,9,36
2200143929003,27,7,0,8,15,25,22,0,3,16,27,20,0,9,*,3,4,7,9,9,9,9,27
2200143929004,48,15,0,8,24,41,41,0,0,21,48,32,0,17,5,4,9,13,17,17,17,17,48
2200143929005,26,7,*,10,15,23,18,*,*,10,26,22,0,10,*,*,4,8,10,10,10,10,26
2200143929006,39,14,0,14,22,35,35,0,0,14,39,16,*,13,4,4,9,11,11,14,14,14,39
2200143929007,24,7,0,7,14,20,20,0,0,10,24,24,0,7,*,*,4,9,8,9,9,9,24
2200143929008,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2200143929009,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2200143929010,56,17,*,11,28,40,38,0,*,22,56,38,*,15,6,4,9,17,18,19,19,19,56
2200143929011,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2200143929012,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2200143929013,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2200143929014,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2200143933000,1083,378,11,226,496,916,822,12,87,483,1056,802,7,306,40,95,177,278,320,326,328,326,1056
2200143933001,44,15,0,9,22,38,35,3,0,17,44,20,0,12,*,5,6,10,12,12,12,12,44
2200143933002,58,19,*,16,27,43,34,4,5,21,58,28,0,18,*,5,15,16,18,18,19,19,58
2200143933003,62,26,0,12,26,54,54,0,0,24,62,20,*,12,3,4,10,14,15,15,15,15,62
2200143933004,62,27,0,14,25,52,51,0,*,29,62,28,0,18,0,3,9,13,18,17,18,18,62
2200143933005,14,*,0,*,9,13,13,0,0,8,14,10,0,3,0,*,3,3,4,4,4,4,14
2200143933006,19,8,0,3,9,18,18,0,0,8,19,10,0,5,0,3,*,5,5,5,5,5,19
2200143933007,33,12,*,6,15,30,27,0,3,16,33,19,0,10,0,*,*,7,10,10,10,10,33
2200143933008,43,18,0,6,21,38,35,0,3,18,43,20,*,13,*,5,8,10,13,14,14,14,43
2200143933009,31,9,*,10,20,30,29,0,*,16,31,20,*,12,*,6,6,12,12,13,13,13,31
2200143933010,34,13,0,10,19,33,33,0,0,17,34,20,0,9,*,5,6,8,9,10,10,9,34
2200143933011,38,12,*,10,19,23,23,0,0,18,38,20,*,14,3,3,9,12,15,15,15,15,38
2200143933012,35,14,0,6,13,20,11,0,9,14,35,20,0,9,*,*,8,9,10,10,10,10,35
2200143933013,45,17,*,7,19,44,26,5,17,22,45,20,*,11,3,3,9,12,12,12,12,12,45
2200143933014,48,18,0,5,18,47,42,0,5,22,48,20,*,11,*,6,9,11,13,13,13,13,48
2200143933015,50,18,0,8,24,49,49,0,0,26,50,20,0,14,0,*,8,15,15,15,15,15,50
2200143933016,61,25,*,14,28,54,46,0,8,19,61,20,0,16,3,4,10,16,17,17,17,17,61
2200143933017,23,6,0,3,10,16,14,0,*,8,20,10,0,6,*,*,3,5,6,6,6,6,20
2200143933018,27,13,0,4,11,26,25,0,3,12,27,10,0,7,*,3,5,6,7,7,7,7,27
2200143933019,18,7,0,*,10,16,16,0,0,8,18,14,0,5,*,*,5,5,5,5,5,5,18
2200143933020,14,*,0,5,4,8,5,0,3,*,8,10,0,3,*,0,*,3,3,3,3,3,8
2200143933021,35,9,*,7,16,34,31,0,6,18,35,28,0,10,3,4,7,11,13,13,13,13,35
2200143933022,16,*,0,5,6,13,10,0,0,8,13,26,0,7,0,4,*,4,7,7,7,7,13
2200143933023,29,9,0,7,16,28,28,0,0,15,29,28,0,10,3,3,6,9,9,10,10,10,29
2200143933024,34,10,0,11,17,31,27,0,3,21,34,32,*,11,*,*,5,11,12,12,12,12,34
2200143933025,19,7,0,4,8,17,17,0,0,10,19,28,0,7,0,*,*,5,6,7,7,6,19
2200143933026,138,40,*,30,59,103,89,0,14,60,123,184,0,39,6,11,15,33,40,41,41,41,123
2200143933027,26,12,*,6,10,19,15,0,4,10,26,27,0,6,0,*,*,5,5,6,6,6,26
2200143933028,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
2200143933029,27,8,0,4,15,19,19,0,0,16,27,27,0,8,0,*,3,8,9,9,9,9,27
2200143933030,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
2200143948000,98,36,*,34,43,92,88,*,3,50,98,328,3,29,9,18,23,30,30,30,31,31,98
2200143948001,24,7,*,9,13,20,17,0,3,12,24,16,*,6,3,3,4,7,7,7,7,7,24
2200143948002,32,12,0,10,12,32,31,*,0,16,32,16,*,11,4,7,7,10,11,10,11,11,32
2200143948003,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
2200143948004,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2200143948005,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
2200143948006,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
2200143948007,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
2200143948008,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2200143948009,13,5,0,7,7,13,13,0,0,8,13,20,0,4,*,4,4,4,4,4,4,4,13
2200143948010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200143948011,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2200143948012,17,6,0,5,6,16,16,0,0,10,17,16,0,4,0,3,4,5,5,5,5,5,17
2200143948013,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2200143948014,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2200143948015,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
2200143948016,12,6,0,3,5,11,11,0,0,4,12,16,0,4,*,*,4,4,3,4,4,4,12
2200143948017,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
2200143948018,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
2200143948019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200143948020,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2200143952000,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
2200143952001,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
